Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"11069.4400","Dengue virus 3 UI17583",,11069,"10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637;11069","Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus;Dengue virus type 3","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus","Complete","UI17583",,,,,,"3",,,,,,,,,,,,,,,"2018-02-11T00:00:00Z","29377886",,,,,,"KY849761",,,"IonTorrent",,"CLC Genomics workbench v. 8.5.1",,,1,10660,46.585365,1,10660,,,,,,,,,,,,"2010-07-27",2010,,"Laos","Asia","Laos: Vientiane",,"Vero cell","Lab host",,,,"Lab","Vero cell",,,,,"2021-01-21T01:12:54.491Z","2021-01-21T01:12:54.491Z"
"11070.2003","Dengue virus 4 SV296",,11070,"10239;2559587;2732396;2732406;2732462;2732545;11050;11051;12637;11070","Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Flasuviricetes;Amarillovirales;Flaviviridae;Flavivirus;Dengue virus;Dengue virus type 4","Viruses","Orthornavirae","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus","Complete","SV296",,,,,,"4",,,,,,,,,,,,,,,"2018-02-11T00:00:00Z","29377886",,,,,,"KY849762",,,"IonTorrent",,"CLC Genomics workbench v. 8.5.1",,,1,10603,47.40168,1,10603,,,,,,,,,,,,"2009-07-13",2009,,"Laos","Asia","Laos: Salavan",,"Vero cell","Lab host",,,,"Lab","Vero cell",,,,,"2021-01-21T01:12:57.455Z","2021-01-21T01:12:57.455Z"
"11120.22094","Infectious bronchitis virus W",,11120,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694013;2509487;694014;11120","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Gammacoronavirus;Igacovirus;Avian coronavirus;Infectious bronchitis virus","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Gammacoronavirus","Avian coronavirus","Partial","W",,,,,,,,,,,,,,,,,,,,,"2011-05-31T00:00:00Z",,,,,,,"HQ620296",,,,,,,,1,681,40.528633,1,681,,,,,,,,,,,,,,,"China","Asia","China",,"chick embryonated egg",,,,,,"chick embryonated egg",,,,,"2021-01-28T20:05:41.700Z","2021-01-28T20:05:41.700Z"
"11120.22095","Infectious bronchitis virus HN99",,11120,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;694013;2509487;694014;11120","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Gammacoronavirus;Igacovirus;Avian coronavirus;Infectious bronchitis virus","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Gammacoronavirus","Avian coronavirus","Partial","HN99",,,,,,,,,,,,,,,,,,,,,"2011-05-31T00:00:00Z",,,,,,,"HQ620297",,,,,,,,1,669,40.50822,1,669,,,,,,,,,,,,,,,"China","Asia","China",,"chick embryonated egg",,,,,,"chick embryonated egg",,,,,"2021-01-28T20:05:42.281Z","2021-01-28T20:05:42.281Z"
"11232.1515","Canine morbillivirus CDV599/2016",,11232,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11232","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Canine morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Canine morbillivirus","Partial","CDV599/2016",,,,,,,,,,,,,,,,,,,,,"2016-11-26T00:00:00Z",,,,,,,"KX545421",,,"Illumina",,"SPAdes v. 3.1.0",,,1,15559,42.907642,1,15559,,,,8,,,,,,"lung",,"2016-02-02",2016,,"Italy","Europe","Italy",,"VERO slam dog",,,,,,"VERO slam dog",,,,,"2021-01-12T03:18:01.600Z","2021-01-12T03:18:01.600Z"
"11232.1725","Canine morbillivirus CDV2784/2013",,11232,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11232","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Canine morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Canine morbillivirus","Complete","CDV2784/2013",,,,,,,,,,,,,,,,,,,,,"2014-03-07T00:00:00Z",,,,,,,"KF914669",,,"IonTorrent",,"MIRA v. version 4.0rc4",,,1,15690,42.766094,1,15690,,,,8,,,,,,"conjuctival swab",,"2013-05-15",2013,,"Italy","Europe","Italy: Campobasso",,"Vero.Dog SLAM",,,,,,"Vero.Dog SLAM",,,,,"2021-01-12T05:54:58.374Z","2021-01-12T05:54:58.374Z"
"11234.4157","Measles morbillivirus Mvi/Sistan.IRA/23.10/1",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/Sistan.IRA/23.10/1",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ395675",,,,,,,,1,456,53.070175,1,456,,,,1,,,,,,"throat swab",,"2010-06",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T09:53:18.457Z","2021-01-12T09:53:18.457Z"
"11234.4162","Measles morbillivirus Mvi/Sistan.IRA/23.10/2",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/Sistan.IRA/23.10/2",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ395676",,,,,,,,1,456,53.508774,1,456,,,,1,,,,,,"cell culture infected by throat swab",,"2010-06",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T09:53:18.904Z","2021-01-12T09:53:18.904Z"
"11234.4170","Measles morbillivirus Mvi/Mashhad.IRA/30.10/2",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/Mashhad.IRA/30.10/2",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ395683",,,,,,,,1,456,53.289474,1,456,,,,1,,,,,,"cell culture infected by throat swab",,"2010-07",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T09:55:20.641Z","2021-01-12T09:55:20.641Z"
"11234.4325","Measles morbillivirus Mvi/BandarJask.IRA/28.10/1",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/BandarJask.IRA/28.10/1",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ596506",,,,,,,,1,456,53.508774,1,456,,,,1,,,,,,"cell culture infected by urine",,"2010-08",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T10:38:27.464Z","2021-01-12T10:38:27.464Z"
"11234.4344","Measles morbillivirus Mvi/Sistan.IRA/23.10/3",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/Sistan.IRA/23.10/3",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ596516",,,,,,,,1,456,53.289474,1,456,,,,1,,,,,,"cell culture infected by urine",,"2010-06",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T10:40:31.375Z","2021-01-12T10:40:31.375Z"
"11234.4391","Measles morbillivirus Mvi/BandarJask.IRA/28.10/2",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/BandarJask.IRA/28.10/2",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ596507",,,,,,,,1,456,53.508774,1,456,,,,1,,,,,,"cell culture infected by urine",,"2010-08",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T10:48:44.228Z","2021-01-12T10:48:44.228Z"
"11234.4521","Measles morbillivirus Mvi/Sistan.IRA/40.10/2",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/Sistan.IRA/40.10/2",,,,,,,,,,,,,,,,,,,,,"2012-05-21T00:00:00Z",,,,,,,"HQ668020",,,,,,,,1,456,53.289474,1,456,,,,1,,,,,,"cell culture infected by urine",,"2010-10",2010,,"Iran","Asia","Iran",,"Vero/hSlam",,,,,,"Vero/hSlam",,,,,"2021-01-12T11:15:29.286Z","2021-01-12T11:15:29.286Z"
"11234.5271","Measles morbillivirus Mvi/Ankara.TUR/29.04",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","Mvi/Ankara.TUR/29.04",,,,,,,,,,,,,,,,,,,,,"2016-07-26T00:00:00Z",,,,,,,"DQ263696",,,,,,,,1,552,51.449276,1,552,,,,1,,,,,,,,,,,"Turkey","Asia","Turkey",,"Vero-hSLAM",,,,,,"Vero-hSLAM",,,,,"2021-01-12T15:05:37.726Z","2021-01-12T15:05:37.726Z"
"11234.5274","Measles morbillivirus MVi/Ankara.TUR/15.04",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","MVi/Ankara.TUR/15.04",,,,,,,,,,,,,,,,,,,,,"2016-07-26T00:00:00Z",,,,,,,"DQ263695",,,,,,,,1,552,51.449276,1,552,,,,1,,,,,,,,,,,"Turkey","Asia","Turkey",,"Vero-hSLAM",,,,,,"Vero-hSLAM",,,,,"2021-01-12T15:05:37.112Z","2021-01-12T15:05:37.112Z"
"11234.5277","Measles morbillivirus MVi/Adana.TUR/29.04",,11234,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;11229;11234","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Morbillivirus;Measles morbillivirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Measles morbillivirus","Partial","MVi/Adana.TUR/29.04",,,,,,,,,,,,,,,,,,,,,"2016-07-26T00:00:00Z",,,,,,,"DQ263697",,,,,,,,1,552,50.18116,1,552,,,,1,,,,,,,,,,,"Turkey","Asia","Turkey",,"Vero-hSLAM",,,,,,"Vero-hSLAM",,,,,"2021-01-12T15:05:36.723Z","2021-01-12T15:05:36.723Z"
"1173018.3","Phlebovirus WCH/97/HN/China/2011",,1173018,"10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;11584;327794;1173018","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Phlebovirus WCH/97/HN/China/2011","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Phlebovirus WCH/97/HN/China/2011","Complete","WCH/97/HN/China/2011",,,,,"L",,,,,,,,,,,,,,,,"2012-04-22T00:00:00Z",,,,,,,"JQ341188",,,,,,,,1,6368,48.61809,1,6368,,,,,,,,,,"serum",,"2011-07",2011,,"China","Asia","China",,"Vero e6","Lab host",,,,"Lab","Vero E6",,,,,"2021-01-24T03:12:33.659Z","2021-01-24T03:12:33.659Z"
"1173018.4","Phlebovirus WCH/97/HN/China/2011",,1173018,"10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;11584;327794;1173018","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Phlebovirus WCH/97/HN/China/2011","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Phlebovirus WCH/97/HN/China/2011","Complete","WCH/97/HN/China/2011",,,,,"M",,,,,,,,,,,,,,,,"2012-04-22T00:00:00Z",,,,,,,"JQ341189",,,,,,,,1,3378,49.319122,1,3378,,,,,,,,,,"serum",,"2011-07",2011,,"China","Asia","China",,"Vero e6","Lab host",,,,"Lab","Vero E6",,,,,"2021-01-24T03:12:33.854Z","2021-01-24T03:12:33.854Z"
"1173018.5","Phlebovirus WCH/97/HN/China/2011",,1173018,"10239;2559587;2732396;2497569;2497571;2497576;1980410;1980418;11584;327794;1173018","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Polyploviricotina;Ellioviricetes;Bunyavirales;Phenuiviridae;Phlebovirus;unclassified Phlebovirus;Phlebovirus WCH/97/HN/China/2011","Viruses","Orthornavirae","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Phlebovirus WCH/97/HN/China/2011","Complete","WCH/97/HN/China/2011",,,,,"S",,,,,,,,,,,,,,,,"2012-04-22T00:00:00Z",,,,,,,"JQ341190",,,,,,,,1,1745,48.53868,1,1745,,,,,,,,,,"serum",,"2011-07",2011,,"China","Asia","China",,"Vero e6","Lab host",,,,"Lab","Vero E6",,,,,"2021-01-24T03:12:33.977Z","2021-01-24T03:12:33.977Z"
"12064.234","Enterovirus E EV_NGR_2017",,12064,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;12064","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus E","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus E","Complete","EV_NGR_2017","E2",,,,,,,,,,,,,,,,,,,,"2018-08-13T00:00:00Z",,,,,,,"MH719217",,,"Illumina",,"Newbler v. 2018",,,1,7368,50.19001,1,7368,,,,,,,,,,"Sewage Contaminated Water",,"2017",2017,,"Nigeria","Africa","Nigeria",,"RD; L20B",,,,,,"RD; L20B",,,,,"2021-01-16T12:51:45.787Z","2021-01-16T12:51:45.787Z"
"121791.128","Nipah henipavirus MCL-18-H-1088",,121791,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560076;260964;121791","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Orthoparamyxovirinae;Henipavirus;Nipah henipavirus","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Henipavirus","Nipah henipavirus","Complete","MCL-18-H-1088",,,,,,,,,,,,,,,,,,,,,"2019-04-01T00:00:00Z",,,,,,,"MH523642",,,"Illumina",,"CLC Genomic Workbench v. 10.1.1",,,1,18242,38.510033,1,18242,,,,9,,,,,,"throat swab",,"2018-05-17",2018,,"India","Asia","India: Kozhikode District, Kerala State",,"Vero CCL81",,,,,,"Vero CCL81",,,,,"2021-01-12T04:07:29.824Z","2021-01-12T04:07:29.824Z"
"1294096.3","Avipoxvirus isolate Colorado P78",,1294096,"10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10260;336487;1294096","Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Avipoxvirus;unclassified Avipoxvirus;Avipoxvirus isolate Colorado","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Avipoxvirus","Avipoxvirus isolate Colorado","Partial","P78",,,,,,,,,,,,,,,,,,,,,"2013-02-20T00:00:00Z","23408635",,,,,,"KC017951",,,,,,,,1,907,29.2172,1,907,,,,1,,,,,,"lung",,"1997-12-16",1997,,"USA","North America","USA: Colorado",,"lung tissue",,,,,,"lung tissue",,,,,"2021-01-18T01:22:53.481Z","2021-01-18T01:22:53.481Z"
"1294096.4","Avipoxvirus isolate Colorado P78",,1294096,"10239;2732004;2732005;2732007;2732525;2732527;10240;10241;10260;336487;1294096","Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae;Chordopoxvirinae;Avipoxvirus;unclassified Avipoxvirus;Avipoxvirus isolate Colorado","Viruses","Bamfordvirae","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Avipoxvirus","Avipoxvirus isolate Colorado","Partial","P78",,,,,,,,,,,,,,,,,,,,,"2013-02-20T00:00:00Z","23408635",,,,,,"KC018037",,,,,,,,1,562,32.918148,1,562,,,,1,,,,,,"lung",,"1997-12-16",1997,,"USA","North America","USA: Colorado",,"lung tissue",,,,,,"lung tissue",,,,,"2021-01-18T01:39:27.757Z","2021-01-18T01:39:27.757Z"
"1384672.2259","Mumps virus genotype G MuVi/Dunedin.NZL/32.17[G]",,1384672,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560080;2560195;2560602;1384672","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Mumps orthorubulavirus;Mumps virus genotype G","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mumps orthorubulavirus","Complete","MuVi/Dunedin.NZL/32.17[G]",,,,,,,,,,,,,,,,,,,,,"2018-08-02T00:00:00Z","30021826",,,,,,"MG765427",,,"Illumina",,"CLC Genomics Workbench v. 9.5",,,1,15384,42.427197,1,15384,,,,8,,,,,,"Oropharynx swab",,"2017-08-11",2017,,"New Zealand","Oceania","New Zealand: Dunedin",,"Vero e6","Lab host",,,,"Lab","vero E6",,,,,"2021-01-11T21:35:02.649Z","2021-01-11T21:35:02.649Z"
"1384672.2262","Mumps virus genotype G MuVi/NewPlymouth.NZL/30.17[G]",,1384672,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560080;2560195;2560602;1384672","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Mumps orthorubulavirus;Mumps virus genotype G","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mumps orthorubulavirus","Complete","MuVi/NewPlymouth.NZL/30.17[G]",,,,,,,,,,,,,,,,,,,,,"2018-08-02T00:00:00Z","30021826",,,,,,"MG765426",,,"Illumina",,"CLC Genomics Workbench v. 9.5",,,1,15384,42.414196,1,15384,,,,8,,,,,,"Oropharynx swab",,"2017-07-24",2017,,"New Zealand","Oceania","New Zealand: New Plymouth",,"Vero/E6",,,,,,"Vero/E6",,,,,"2021-01-11T21:35:01.884Z","2021-01-11T21:35:01.884Z"
"1384673.81","Mumps virus genotype F MuVi/Sichuan.CHN/23.12/2[F]",,1384673,"10239;2559587;2732396;2497569;2497570;2497574;11157;11158;2560080;2560195;2560602;1384673","Viruses;Riboviria;Orthornavirae;Negarnaviricota;Haploviricotina;Monjiviricetes;Mononegavirales;Paramyxoviridae;Rubulavirinae;Orthorubulavirus;Mumps orthorubulavirus;Mumps virus genotype F","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Orthorubulavirus","Mumps orthorubulavirus","Partial","MuVi/Sichuan.CHN/23.12/2[F]",,,,,,,,,,,,,,,,,,,,,"2018-08-31T00:00:00Z",,,,,,,"KX690530",,,"Sanger dideoxy sequencing",,,,,1,1617,40.136055,1,1617,,,,1,,,,,,,,"2012",2012,,"China","Asia","China",,"Vero/slam","Lab host",,,,"Lab","Vero/SLAM",,,,,"2021-01-12T04:34:16.419Z","2021-01-12T04:34:16.419Z"
"138950.225","Enterovirus C MCF716NGR19",,138950,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C","Partial","MCF716NGR19","EVC99",,,,,,,,,,,,,,,,,,,,"2019-11-27T00:00:00Z",,,,,,,"MN563088",,,"Sanger dideoxy sequencing",,,,,1,339,40.117992,1,339,,,,,,,,,,"feces AFP",,"2019",2019,,"Nigeria","Africa","Nigeria",,"Homo sapiens","Lab host",,,,"Lab","cell line MCF-7",,,,,"2021-01-14T16:50:41.732Z","2021-01-14T16:50:41.732Z"
"138950.246","Enterovirus C MCF719NGR19",,138950,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C","Partial","MCF719NGR19","CVA13",,,,,,,,,,,,,,,,,,,,"2020-01-26T00:00:00Z",,,,,,,"MN718829",,,"Sanger dideoxy sequencing",,,,,1,333,41.14114,1,333,,,,,,,,,,"feces AFP",,"2019",2019,,"Nigeria","Africa","Nigeria",,"MCF-7",,,,,,"MCF-7",,,,,"2021-01-14T17:42:33.862Z","2021-01-14T17:42:33.862Z"
"138950.247","Enterovirus C MCF20NGR19",,138950,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C","Partial","MCF20NGR19","CVA13",,,,,,,,,,,,,,,,,,,,"2020-01-26T00:00:00Z",,,,,,,"MN718830",,,"Sanger dideoxy sequencing",,,,,1,330,41.515152,1,330,,,,,,,,,,"feces AFP",,"2019",2019,,"Nigeria","Africa","Nigeria",,"MCF-7",,,,,,"MCF-7",,,,,"2021-01-14T17:42:35.483Z","2021-01-14T17:42:35.483Z"
"138950.248","Enterovirus C MCF721NGR19",,138950,"10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138950","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus C","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C","Partial","MCF721NGR19","CVA20",,,,,,,,,,,,,,,,,,,,"2020-01-26T00:00:00Z",,,,,,,"MN718831",,,"Sanger dideoxy sequencing",,,,,1,333,43.243244,1,333,,,,,,,,,,"feces AFP",,"2019",2019,,"Nigeria","Africa","Nigeria",,"MCF-7",,,,,,"MCF-7",,,,,"2021-01-14T17:42:34.766Z","2021-01-14T17:42:34.766Z"
